"",timestamps_ns,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.gpsNum,OSD.gpsLevel,OSD.voltageWarning,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.wheelOffset,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.maxCellVoltageDeviation,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.timesCharged,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.goHomeHeight [ft],HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],ISO8601 Timestamp
0,1719704643.1699998,0.0,37.6206643298481,-122.496190328209,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,9.2,-65.0,295.0,,11,4,0,0.0,0.0,-87.5,272.5,,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,,,,,,,,,,,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.000Z
1,1719704643.2700002,0.1,37.6206643279046,-122.496190343422,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,9.2,-65.0,295.0,,11,4,0,0.0,0.0,-87.5,272.5,,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,,,,,,,,,,,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.100Z
2,1719704643.37,0.2,37.6206643304363,-122.496190523237,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,9.2,-64.9,295.1,,11,4,0,0.0,0.0,-87.5,272.5,,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,,,,,,,,,,,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.200Z
3,1719704643.47,0.3,37.6206643308352,-122.49619053023,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.2,-64.9,295.1,,11,4,0,0.0,0.0,-87.5,272.5,,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,,,,,,,,,,,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.300Z
4,1719704643.5900002,0.4,37.6206643387221,-122.4961905273,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.6,295.4,,11,4,0,0.0,0.0,-87.5,272.5,,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.400Z
5,1719704643.6899998,0.5,37.6206643497539,-122.496190542233,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.8,295.2,,11,4,0,0.0,0.0,-87.5,272.5,,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.500Z
6,1719704643.7900002,0.6,37.6206643311456,-122.496190633581,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.600Z
7,1719704643.8899999,0.7,37.620664331707,-122.49619065299,0.0,0.0,0.3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.700Z
8,1719704643.9699998,0.8,37.6206643366144,-122.496190619954,0.0,0.0,0.3,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,,1024,1024,1024,1024,0,59,7.624,2257,3844,7.624,3.812,3.812,,0.935,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.800Z
9,1719704644.0700002,0.9,37.6206643500542,-122.496190598005,0.0,0.0,0.3,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:00.900Z
10,1719704644.19,1.0,37.6206643439132,-122.496190512323,0.0,0.0,0.3,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.000Z
11,1719704644.3,1.1,37.6206643404877,-122.496190492697,0.0,0.0,0.3,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.100Z
12,1719704644.37,1.2,37.6206643186336,-122.49619062436,0.0,0.0,0.3,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.200Z
13,1719704644.47,1.3,37.6206642945416,-122.496190664183,0.0,0.0,0.3,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.300Z
14,1719704644.6,1.4,37.620664323129,-122.496190636946,0.0,0.0,0.3,35,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.400Z
15,1719704644.7,1.5,37.6206643154412,-122.496190653488,0.0,0.0,0.3,35,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.500Z
16,1719704644.77,1.6,37.6206642316843,-122.496190618824,0.0,0.0,0.3,35,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.600Z
17,1719704644.8700001,1.7,37.6206642352735,-122.496190601141,0.0,0.0,0.3,35,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.1,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.700Z
18,1719704644.9699998,1.8,37.6206642337573,-122.496190509754,-0.3,0.0,0.3,34,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,9.0,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.596,2256,3844,7.596,3.798,3.799,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.800Z
19,1719704645.0700002,1.9,37.6206642341902,-122.496190495918,-0.3,0.0,0.3,34,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,8.9,-64.7,295.3,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:01.900Z
20,1719704645.1699998,2.0,37.620664033942,-122.496190605694,-0.3,0.0,0.3,34,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,8.3,-64.6,295.4,,11,4,0,0.0,0.0,-87.5,272.5,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.000Z
21,1719704645.2700002,2.1,37.6206640455367,-122.496190564429,-0.3,0.0,0.3,34,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.7,-64.2,295.8,,11,4,0,0.0,0.0,-87.4,272.6,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.100Z
22,1719704645.37,2.2,37.6206638663097,-122.496190573947,-0.3,0.0,0.3,34,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.223694,0.0,4.7,-2.5,-62.5,297.5,,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.1,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.200Z
23,1719704645.47,2.3,37.6206638322494,-122.496190485604,0.0,0.0,0.3,35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.447388,0.0,3.1,-6.3,-61.2,298.8,,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206636093333,-122.49618998949,0.1,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.300Z
24,1719704645.57,2.4,37.6206635907532,-122.496190473052,0.0,0.0,0.3,35,0.5,0.447388,0.447388,-0.447388,0.0,0.0,0.0,-0.671082,0.0,2.0,-4.5,-64.9,295.1,177.6,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.1,47.9,393.7,1.0,1.0,328.0,16.4,16.0,,,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.400Z
25,1719704645.67,2.5,37.6206633399776,-122.496190452774,0.0,0.0,0.6,35,0.6,0.671082,0.671082,-0.671082,0.0,0.0,0.0,-0.894776,0.0,0.8,0.0,-65.2,294.8,176.3,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.1,47.9,393.7,1.0,1.0,328.0,16.4,16.0,0.22,0.22,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.500Z
26,1719704645.77,2.6,37.6206630628673,-122.496190418816,0.0,0.0,0.6,35,0.7,0.671082,0.671082,-0.671082,0.0,0.0,0.0,-0.894776,0.0,-0.5,4.7,-64.4,295.6,174.4,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1024,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,0.22,0.22,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.600Z
27,1719704645.8700001,2.7,37.6206628263041,-122.496190433586,0.0,0.0,0.6,35,0.8,0.447388,0.671082,-0.447388,0.0,0.0,0.0,-0.894776,0.0,-1.5,5.2,-64.7,295.3,182.8,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1106,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,0.44,0.44,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.700Z
28,1719704645.9699998,2.8,37.620662244041,-122.496190416467,0.3,0.3,0.9,35,1.0,0.447388,0.671082,-0.447388,0.0,0.0,0.0,-0.894776,0.0,-1.5,2.9,-65.2,294.8,178.6,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1136,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,2.312,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.5,47.9,393.7,1.0,1.0,328.0,16.4,16.0,0.44,0.44,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.800Z
29,1719704646.0700002,2.9,37.6206620652888,-122.496190475878,0.3,0.3,0.9,35,1.1,0.223694,0.671082,-0.223694,0.0,0.0,0.0,-0.894776,0.0,-0.8,2.4,-64.6,295.4,194.7,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1136,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.6,47.9,393.7,1.0,1.0,328.0,16.4,16.0,0.67,0.67,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:02.900Z
30,1719704646.1699998,3.0,37.620661638036,-122.496190169977,0.6,0.6,0.9,35,1.2,0.223694,0.671082,-0.223694,0.0,0.0,0.0,-1.11847,0.0,-0.9,1.6,-64.3,295.7,150.4,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1139,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.8,47.9,393.7,1.0,1.0,328.0,16.4,16.0,0.67,0.67,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.000Z
31,1719704646.2700002,3.1,37.6206615048588,-122.496190315188,0.6,0.6,0.9,35,1.3,0.223694,0.671082,-0.223694,0.0,0.0,0.0,-1.565858,0.0,-1.1,2.3,-64.2,295.8,220.8,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1150,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.8,47.9,393.7,1.0,1.0,328.0,16.4,16.0,0.89,0.89,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.100Z
32,1719704646.37,3.2,37.6206612868485,-122.496189974314,0.9,0.9,1.3,36,1.4,0.223694,0.671082,-0.223694,0.0,0.0,0.0,-1.565858,0.0,0.1,5.2,-63.6,296.4,128.9,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1163,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.9,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.11,1.11,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.200Z
33,1719704646.47,3.3,37.6206611818757,-122.496190062054,1.3,1.3,1.3,36,1.5,0.0,0.671082,0.0,0.0,0.0,0.0,-1.565858,0.0,0.2,6.7,-63.1,296.9,,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1165,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,0.9,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.11,1.11,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.300Z
34,1719704646.57,3.4,37.6206609487184,-122.496189702864,1.6,1.6,1.3,36,1.6,0.0,0.671082,0.0,0.0,0.0,0.0,-1.565858,0.0,1.1,3.6,-63.9,296.1,,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1169,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.0,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.34,1.34,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.400Z
35,1719704646.63,3.5,37.6206609727909,-122.496189613023,1.6,1.6,1.6,36,1.6,0.0,0.671082,0.0,0.0,0.0,0.0,-1.565858,0.0,2.6,2.0,-64.7,295.3,,11,4,0,0.0,0.0,-87.3,272.7,100.0,100.0,1024,1024,1176,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.0,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.34,1.34,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.500Z
36,1719704646.7299998,3.6,37.6206611741005,-122.496189109012,1.9,1.9,2.2,37,1.8,0.223694,0.671082,0.0,0.0,0.223694,0.223694,-1.789552,0.0,1.7,0.9,-64.8,295.2,63.2,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1024,1179,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.0,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.34,1.34,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.600Z
37,1719704646.8300002,3.7,37.6206611556082,-122.49618884248,2.2,2.2,2.6,37,1.9,0.447388,0.671082,0.0,0.0,0.447388,0.447388,-1.789552,0.0,-2.8,-1.4,-64.7,295.3,95.0,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1024,1179,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.1,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.56,1.56,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.700Z
38,1719704646.9299998,3.8,37.6206612067666,-122.496188772475,2.6,2.6,2.9,37,1.9,0.316351,0.671082,-0.223694,0.0,0.223694,0.447388,-2.013246,0.0,-3.1,0.1,-64.8,295.2,47.3,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1024,1179,1024,0,59,7.595,2256,3844,7.595,3.797,3.798,0.001,3.375,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.0,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.56,1.56,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.800Z
39,1719704647.0300002,3.9,37.6206610559249,-122.496188566004,2.9,2.9,3.2,38,2.0,0.316351,0.671082,-0.223694,0.0,0.223694,0.447388,-2.013246,0.0,-3.5,2.8,-64.1,295.9,132.6,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1024,1138,1024,0,59,7.51,2252,3844,7.51,3.754,3.756,0.002,6.488,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.1,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.56,1.56,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:03.900Z
40,1719704647.1299999,4.0,37.6206610374205,-122.496188516228,3.2,3.2,3.6,38,2.0,0.500194,0.671082,-0.223694,0.0,0.447388,0.447388,-2.013246,0.0,-7.0,4.9,-64.2,295.8,115.1,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1024,1121,1024,0,59,7.51,2252,3844,7.51,3.754,3.756,0.002,6.488,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.1,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.78,1.78,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:04.000Z
41,1719704647.24,4.1,37.6206609298791,-122.496188290266,3.6,3.6,3.6,38,2.1,0.447388,0.671082,0.0,0.0,0.447388,0.447388,-1.565858,0.0,-9.6,5.3,-64.9,295.1,121.0,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1024,1091,1024,0,59,7.51,2252,3844,7.51,3.754,3.756,0.002,6.488,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.2,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.78,1.78,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:04.100Z
42,1719704647.34,4.2,37.6206607195061,-122.496187802476,3.6,3.6,3.9,38,2.2,0.447388,0.671082,0.0,0.0,0.447388,0.447388,-1.11847,0.0,-8.7,1.2,-65.0,295.0,118.5,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1224,1091,1024,0,59,7.51,2252,3844,7.51,3.754,3.756,0.002,6.488,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.3,47.9,393.7,1.0,1.0,328.0,16.4,16.0,1.78,1.78,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:04.200Z
43,1719704647.44,4.3,37.6206607024265,-122.496187622345,3.9,3.9,3.6,39,2.3,0.223694,0.671082,0.0,0.0,0.223694,0.447388,-0.671082,0.0,-5.8,-0.2,-64.8,295.2,96.8,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1433,1024,1024,0,59,7.51,2252,3844,7.51,3.754,3.756,0.002,6.488,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.4,47.9,393.7,1.0,1.0,328.0,16.4,16.0,2.01,2.01,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:04.300Z
44,1719704647.54,4.4,37.6206604480837,-122.496187071657,3.9,3.9,3.6,39,2.5,0.223694,0.671082,0.0,0.0,0.223694,0.447388,-0.447388,0.0,-4.8,-0.6,-64.9,295.1,120.2,11,4,0,0.0,0.0,-87.2,272.8,100.0,100.0,1024,1433,1024,1024,0,59,7.51,2252,3844,7.51,3.754,3.756,0.002,6.488,81.5,81.5,81.5,2,37.6206638624974,-122.496190543332,1.5,47.9,393.7,1.0,1.0,328.0,16.4,16.0,2.01,2.01,327.2,4.9,200.1,26.802343,10.961006,0,65422,2024-06-29T12:00:04.400Z
